name,percentage_male,japanese_name,classfication,attack,defense,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,height_m,hp,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Banette,50,Juppetaジュペッタ,Marionette Pokémon,165,75,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,555,45,800000,1.1,64,354,93,83,75,ghost,,12.5,3,0
Duskull,50,Yomawaruヨマワル,Requiem Pokémon,40,90,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,295,190,800000,0.8,20,355,30,90,25,ghost,,15.0,3,0
Dusclops,50,Samayouruサマヨール,Beckon Pokémon,70,130,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,455,90,800000,1.6,40,356,60,130,25,ghost,,30.6,3,0
Tropius,50,Tropiusトロピウス,Fruit Pokémon,68,83,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,6400,70,460,200,1250000,2.0,99,357,72,87,51,grass,flying,100.0,3,0
Chimecho,50,Chireanチリーン,Wind Chime Pokémon,50,80,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,455,45,800000,0.6,75,358,95,90,65,psychic,,1.0,3,0
Absol,50,Absolアブソル,Disaster Pokémon,150,60,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,35,565,30,1059860,1.2,65,359,115,60,115,dark,,47.0,3,0
Wynaut,50,Sohnanoソーナノ,Bright Pokémon,23,48,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,260,125,1000000,0.6,95,360,23,48,23,psychic,,14.0,3,0
Snorunt,50,Yukiwarashiユキワラシ,Snow Hat Pokémon,50,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,300,190,1000000,0.7,50,361,50,50,50,ice,,16.8,3,0
Glalie,50,Onigohriオニゴーリ,Face Pokémon,120,80,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,580,75,1000000,1.5,80,362,120,80,100,ice,,256.5,3,0
Spheal,50,Tamazarashiタマザラシ,Clap Pokémon,40,50,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,290,255,1059860,0.8,70,363,55,50,25,ice,water,39.5,3,0
Sealeo,50,Todogglerトドグラー,Ball Roll Pokémon,60,70,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,410,120,1059860,1.1,90,364,75,70,45,ice,water,87.6,3,0
Walrein,50,Todoserugaトドゼルガ,Ice Break Pokémon,80,90,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,530,45,1059860,1.4,110,365,95,90,65,ice,water,150.6,3,0
Clamperl,50,Pearluluパールル,Bivalve Pokémon,64,85,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,345,255,600000,0.4,35,366,74,55,32,water,,52.5,3,0
Huntail,50,Huntailハンテール,Deep Sea Pokémon,104,105,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,600000,1.7,55,367,94,75,52,water,,27.0,3,0
Gorebyss,50,Sakurabyssサクラビス,South Sea Pokémon,84,105,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,600000,1.8,55,368,114,75,52,water,,22.6,3,0
Relicanth,88.1,Glanthジーランス,Longevity Pokémon,90,130,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,10240,70,485,25,1250000,1.0,100,369,45,65,55,water,rock,23.4,3,0
Luvdisc,24.6,Lovecusラブカス,Rendezvous Pokémon,30,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,225,800000,0.6,43,370,40,65,97,water,,8.7,3,0
Bagon,50,Tatsubayタツベイ,Rock Head Pokémon,75,60,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,1250000,0.6,45,371,40,30,50,dragon,,42.1,3,0
Shelgon,50,Komoruuコモルー,Endurance Pokémon,95,100,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,420,45,1250000,1.1,65,372,60,50,50,dragon,,110.5,3,0
Salamence,50,Bohmanderボーマンダ,Dragon Pokémon,145,130,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,700,45,1250000,1.5,95,373,120,90,120,dragon,flying,102.6,3,0
Beldum,,Dumbberダンバル,Iron Ball Pokémon,55,80,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,300,3,1250000,0.6,40,374,35,60,30,steel,psychic,95.2,3,0
Metang,,Metangメタング,Iron Claw Pokémon,75,100,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,420,3,1250000,1.2,60,375,55,80,50,steel,psychic,202.5,3,0
Metagross,,Metagrossメタグロス,Iron Leg Pokémon,145,150,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,700,3,1250000,1.6,80,376,105,110,110,steel,psychic,550.0,3,0
Regirock,,Regirockレジロック,Rock Peak Pokémon,100,200,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,20480,35,580,3,1250000,1.7,80,377,50,100,50,rock,,230.0,3,1
Regice,,Regiceレジアイス,Iceberg Pokémon,50,100,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,20480,35,580,3,1250000,1.8,80,378,100,200,50,ice,,175.0,3,1
Registeel,,Registeelレジスチル,Iron Pokémon,75,150,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,20480,35,580,3,1250000,1.9,80,379,75,150,50,steel,,205.0,3,1
Latias,0,Latiasラティアス,Eon Pokémon,100,120,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,1250000,1.4,80,380,140,150,110,dragon,psychic,40.0,3,1
Latios,100,Latiosラティオス,Eon Pokémon,130,100,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,1250000,2.0,80,381,160,120,110,dragon,psychic,60.0,3,1
Kyogre,,Kyogreカイオーガ,Sea Basin Pokémon,150,90,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30720,0,770,3,1250000,4.5,100,382,180,160,90,water,,352.0,3,1
Groudon,,Groudonグラードン,Continent Pokémon,180,160,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,30720,0,770,3,1250000,3.5,100,383,150,90,90,ground,,950.0,3,1
Rayquaza,,Rayquazaレックウザ,Sky High Pokémon,180,100,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30720,0,780,45,1250000,7.0,105,384,180,100,115,dragon,flying,206.5,3,1
Jirachi,,Jirachiジラーチ,Wish Pokémon,100,100,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,30720,100,600,3,1250000,0.3,100,385,100,100,100,steel,psychic,1.1,3,1
Deoxys,,Deoxysデオキシス,DNA Pokémon,95,90,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,1250000,1.7,50,386,95,90,180,psychic,,60.8,3,1
Turtwig,88.1,Naetleナエトル,Tiny Leaf Pokémon,68,64,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,318,45,1059860,0.4,55,387,45,55,31,grass,,10.2,4,0
Grotle,88.1,Hayashigameハヤシガメ,Grove Pokémon,89,85,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,1059860,1.1,75,388,55,65,36,grass,,97.0,4,0
Torterra,88.1,Dodaitoseドダイトス,Continent Pokémon,109,105,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,5120,70,525,45,1059860,2.2,95,389,75,85,56,grass,ground,310.0,4,0
Chimchar,88.1,Hikozaruヒコザル,Chimp Pokémon,58,44,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,309,45,1059860,0.5,44,390,58,44,61,fire,,6.2,4,0
Monferno,88.1,Moukazaruモウカザル,Playful Pokémon,0.00,0.00,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,1059860,0.9,64,391,78,52,81,fire,fighting,22.0,4,0
Infernape,88.1,Goukazaruゴウカザル,Flame Pokémon,0.00,0.00,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,534,45,1059860,1.2,76,392,104,71,108,fire,fighting,55.0,4,0
Piplup,88.1,Pochamaポッチャマ,Penguin Pokémon,51,53,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,1059860,0.4,53,393,61,56,40,water,,5.2,4,0
Prinplup,88.1,Pottaishiポッタイシ,Penguin Pokémon,66,68,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,1059860,0.8,64,394,81,76,50,water,,23.0,4,0
Empoleon,88.1,Emperteエンペルト,Emperor Pokémon,86,88,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,5120,70,530,45,1059860,1.7,84,395,111,101,60,water,steel,84.5,4,0
Starly,50,Mukkuruムックル,Starling Pokémon,55,30,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,245,255,1059860,0.3,40,396,30,30,60,normal,flying,2.0,4,0
Staravia,50,Mukubirdムクバード,Starling Pokémon,75,50,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,340,120,1059860,0.6,55,397,40,40,80,normal,flying,15.5,4,0
Staraptor,50,Mukuhawkムクホーク,Predator Pokémon,120,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,485,45,1059860,1.2,85,398,50,60,100,normal,flying,24.9,4,0
Bidoof,50,Bippaビッパ,Plump Mouse Pokémon,45,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,250,255,1000000,0.5,59,399,35,40,31,normal,,20.0,4,0
Bibarel,50,Beadaruビーダル,Beaver Pokémon,85,60,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,410,127,1000000,1.0,79,400,55,60,71,normal,water,31.5,4,0
Kricketot,50,Korobohshiコロボーシ,Cricket Pokémon,25,41,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,194,255,1059860,0.3,37,401,25,41,25,bug,,2.2,4,0
Kricketune,50,Korotockコロトック,Cricket Pokémon,85,51,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,384,45,1059860,1.0,77,402,55,51,65,bug,,25.5,4,0
Shinx,50,Kolinkコリンク,Flash Pokémon,65,34,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,263,235,1059860,0.5,45,403,40,34,45,electric,,9.5,4,0
Luxio,50,Luxioルクシオ,Spark Pokémon,85,49,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,100,363,120,1059860,0.9,60,404,60,49,60,electric,,30.5,4,0
Luxray,50,Rentorarレントラー,Gleam Eyes Pokémon,120,79,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,523,45,1059860,1.4,80,405,95,79,70,electric,,42.0,4,0
Budew,50,Subomieスボミー,Bud Pokémon,30,35,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,280,255,1059860,0.2,40,406,50,70,55,grass,poison,1.2,4,0
Roserade,50,Roseradeロズレイド,Bouquet Pokémon,70,65,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,515,75,1059860,0.9,60,407,125,105,90,grass,poison,14.5,4,0
Cranidos,88.1,Zugaidosズガイドス,Head Butt Pokémon,125,40,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,350,45,600000,0.9,67,408,30,30,58,rock,,31.5,4,0
Rampardos,88.1,Rampaldラムパルド,Head Butt Pokémon,165,60,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,495,45,600000,1.6,97,409,65,50,58,rock,,102.5,4,0
Shieldon,88.1,Tatetopsタテトプス,Shield Pokémon,42,118,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,350,45,600000,0.5,30,410,42,88,30,rock,steel,57.0,4,0
Bastiodon,88.1,Toridepsトリデプス,Shield Pokémon,52,168,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,495,45,600000,1.3,60,411,47,138,30,rock,steel,149.5,4,0
Burmy,50,Minomucchiミノムッチ,Bagworm Pokémon,29,45,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,224,120,1000000,0.2,40,412,29,45,36,bug,,3.4,4,0
Wormadam,0,Minomadam (kusaki No Mino)ミノマダム,Bagworm Pokémon,69,95,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,424,45,1000000,0.5,60,413,69,95,36,bug,grass,6.5,4,0
Mothim,100,Gamaleガーメイル,Moth Pokémon,94,50,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,424,45,1000000,0.9,70,414,94,50,66,bug,flying,23.3,4,0
Combee,88.1,Mitsuhoneyミツハニー,Tiny Bee Pokémon,30,42,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,244,120,1059860,0.3,30,415,30,42,70,bug,flying,5.5,4,0
Vespiquen,0,Beequenビークイン,Beehive Pokémon,80,102,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,474,45,1059860,1.2,70,416,80,102,40,bug,flying,38.5,4,0
Pachirisu,50,Pachirisuパチリス,EleSquirrel Pokémon,45,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,100,405,200,1000000,0.4,60,417,45,90,95,electric,,3.9,4,0
Buizel,50,Buoyselブイゼル,Sea Weasel Pokémon,65,35,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,190,1000000,0.7,55,418,60,30,85,water,,29.5,4,0
Floatzel,50,Floazelフローゼル,Sea Weasel Pokémon,105,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,495,75,1000000,1.1,85,419,85,50,115,water,,33.5,4,0
Cherubi,50,Cherinboチェリンボ,Cherry Pokémon,35,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,275,190,1000000,0.4,45,420,62,53,35,grass,,3.3,4,0
Cherrim,50,Cherrimチェリム,Blossom Pokémon,60,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,450,75,1000000,0.5,70,421,87,78,85,grass,,9.3,4,0
Shellos,50,Karanakushiカラナクシ,Sea Slug Pokémon,48,48,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,190,1000000,0.3,76,422,57,62,34,water,,6.3,4,0
Gastrodon,50,Tritodonトリトドン,Sea Slug Pokémon,83,68,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,475,75,1000000,0.9,111,423,92,82,39,water,ground,29.9,4,0
Ambipom,50,Etebothエテボース,Long Tail Pokémon,100,66,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,100,482,45,800000,1.2,75,424,60,66,115,normal,,20.3,4,0
Drifloon,50,Fuwanteフワンテ,Balloon Pokémon,0.00,0.00,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,348,125,1640000,0.4,90,425,60,44,70,ghost,flying,1.2,4,0
Drifblim,50,Fuwarideフワライド,Blimp Pokémon,0.00,0.00,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,498,60,1640000,1.2,150,426,90,54,80,ghost,flying,15.0,4,0
Buneary,50,Mimirolミミロル,Rabbit Pokémon,66,44,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,0,350,190,1000000,0.4,55,427,44,56,85,normal,,5.5,4,0
Lopunny,50,Mimilopミミロップ,Rabbit Pokémon,136,94,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,140,580,60,1000000,1.2,65,428,54,96,135,normal,,33.3,4,0
Mismagius,50,Mumargiムウマージ,Magical Pokémon,60,60,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,495,45,800000,0.9,60,429,105,105,105,ghost,,4.4,4,0
Honchkrow,50,Dongkarasuドンカラス,Big Boss Pokémon,125,52,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,505,30,1059860,0.9,100,430,105,52,71,dark,flying,27.3,4,0
Glameow,24.6,Nyarmarニャルマー,Catty Pokémon,55,42,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,310,190,800000,0.5,49,431,42,37,85,normal,,3.9,4,0
Purugly,24.6,Bunyattoブニャット,Tiger Cat Pokémon,82,64,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,452,75,800000,1.0,71,432,64,59,112,normal,,43.8,4,0
Chingling,50,Lisyanリーシャン,Bell Pokémon,30,50,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,285,120,800000,0.2,45,433,65,50,45,psychic,,0.6,4,0
Stunky,50,Skunpuuスカンプー,Skunk Pokémon,63,47,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,329,225,1000000,0.4,63,434,41,41,74,poison,dark,19.2,4,0
Skuntank,50,Skutankスカタンク,Skunk Pokémon,93,67,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,479,60,1000000,1.0,103,435,71,61,84,poison,dark,38.0,4,0
Bronzor,,Dohmirrorドーミラー,Bronze Pokémon,24,86,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,300,255,1000000,0.5,57,436,24,86,23,steel,psychic,60.5,4,0
Bronzong,,Dohtakunドータクン,Bronze Bell Pokémon,89,116,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,500,90,1000000,1.3,67,437,79,116,33,steel,psychic,187.0,4,0
Bonsly,50,Usohachiウソハチ,Bonsai Pokémon,80,95,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,290,255,1000000,0.5,50,438,10,45,10,rock,,15.0,4,0
Mime Jr.,50,Maneneマネネ,Mime Pokémon,25,45,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,6400,70,310,145,1000000,0.6,20,439,70,90,60,psychic,fairy,13.0,4,0
Happiny,0,Pinpukuピンプク,Playhouse Pokémon,5,5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,220,130,800000,0.6,100,440,15,65,30,normal,,24.4,4,0
Chatot,50,Perapペラップ,Music Note Pokémon,65,45,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,35,411,30,1059860,0.5,76,441,92,42,91,normal,flying,1.9,4,0
Spiritomb,50,Mikarugeミカルゲ,Forbidden Pokémon,92,108,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,7680,70,485,100,1000000,1.0,50,442,92,108,35,ghost,dark,108.0,4,0
Gible,50,Fukamaruフカマル,Land Shark Pokémon,70,45,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,300,45,1250000,0.7,58,443,40,45,42,dragon,ground,20.5,4,0
Gabite,50,Gabiteガバイト,Cave Pokémon,90,65,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,410,45,1250000,1.4,68,444,50,55,82,dragon,ground,56.0,4,0
Garchomp,50,Gaburiasガブリアス,Mach Pokémon,170,115,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,700,45,1250000,1.9,108,445,120,95,92,dragon,ground,95.0,4,0
Munchlax,88.1,Gonbeゴンベ,Big Eater Pokémon,85,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,70,390,50,1250000,0.6,135,446,40,85,5,normal,,105.0,4,0
Riolu,88.1,Rioluリオル,Emanation Pokémon,70,40,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,285,75,1059860,0.7,40,447,35,40,60,fighting,,20.2,4,0
Lucario,88.1,Lucarioルカリオ,Aura Pokémon,0.00,0.00,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,6400,70,625,45,1059860,1.2,70,448,140,70,112,fighting,steel,54.0,4,0
Hippopotas,50,Hippopotasヒポポタス,Hippo Pokémon,72,78,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,7680,70,330,140,1250000,0.8,68,449,38,42,32,ground,,49.5,4,0
Hippowdon,50,Kabaldonカバルドン,Heavyweight Pokémon,112,118,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,7680,70,525,60,1250000,2.0,108,450,68,72,47,ground,,300.0,4,0
Skorupi,50,Scorupiスコルピ,Scorpion Pokémon,50,90,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,5120,70,330,120,1250000,0.8,40,451,30,55,65,poison,bug,12.0,4,0
Drapion,50,Dorapionドラピオン,Ogre Scorp Pokémon,90,110,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,500,45,1250000,1.3,70,452,60,75,95,poison,dark,61.5,4,0
Croagunk,50,Gureggruグレッグル,Toxic Mouth Pokémon,0.00,0.00,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,2560,100,300,140,1000000,0.7,48,453,61,40,50,poison,fighting,23.0,4,0
Toxicroak,50,Dokurogドクロッグ,Toxic Mouth Pokémon,0.00,0.00,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,5120,70,490,75,1000000,1.3,83,454,86,65,85,poison,fighting,44.4,4,0
Carnivine,50,Muskippaマスキッパ,Bug Catcher Pokémon,100,72,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,6400,70,454,200,1250000,1.4,74,455,90,72,46,grass,,27.0,4,0
Finneon,50,Keikouoケイコウオ,Wing Fish Pokémon,49,56,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,190,600000,0.4,49,456,49,61,66,water,,7.0,4,0
Lumineon,50,Neolantネオラント,Neon Pokémon,69,76,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,460,75,600000,1.2,69,457,69,86,91,water,,24.0,4,0
Mantyke,50,Tamantaタマンタ,Kite Pokémon,20,50,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,6400,70,345,25,1250000,1.0,45,458,60,120,50,water,flying,65.0,4,0
Snover,50,Yukikaburiユキカブリ,Frosted Tree Pokémon,62,50,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,5120,70,334,120,1250000,1.0,60,459,62,60,40,grass,ice,50.5,4,0
Abomasnow,50,Yukinoohユキノオー,Frosted Tree Pokémon,132,105,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,5120,70,594,60,1250000,2.2,90,460,132,105,30,grass,ice,135.5,4,0
Weavile,50,Manyulaマニューラ,Sharp Claw Pokémon,120,65,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,5120,35,510,45,1059860,1.1,70,461,45,85,125,dark,ice,34.0,4,0
Magnezone,,Jibacoilジバコイル,Magnet Area Pokémon,70,115,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,535,30,1000000,1.2,70,462,130,90,60,electric,steel,180.0,4,0
Lickilicky,50,Berobeltベロベルト,Licking Pokémon,85,95,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,515,30,1000000,1.7,110,463,80,95,50,normal,,140.0,4,0
Rhyperior,50,Dosidonドサイドン,Drill Pokémon,140,130,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,535,30,1250000,2.4,115,464,55,55,40,ground,rock,282.8,4,0
Tangrowth,50,Mojumboモジャンボ,Vine Pokémon,100,125,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,535,30,1000000,2.0,100,465,110,50,50,grass,,128.6,4,0
Electivire,75.4,Elekibleエレキブル,Thunderbolt Pokémon,123,67,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,6400,70,540,30,1000000,1.8,75,466,95,85,95,electric,,138.6,4,0
Magmortar,75.4,Booburnブーバーン,Blast Pokémon,95,67,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,6400,70,540,30,1000000,1.6,75,467,125,95,83,fire,,68.0,4,0
Togekiss,88.1,Togekissトゲキッス,Jubilee Pokémon,0.00,0.00,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2560,70,545,30,800000,1.5,85,468,120,115,80,fairy,flying,38.0,4,0
Yanmega,50,Megayanmaメガヤンマ,Ogre Darner Pokémon,76,86,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,5120,70,515,30,1000000,1.9,86,469,116,56,95,bug,flying,51.5,4,0
Leafeon,88.1,Leafiaリーフィア,Verdant Pokémon,110,130,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,8960,35,525,45,1000000,1.0,65,470,60,65,95,grass,,25.5,4,0
